experimentId,variable1,variable2,outcomeMeasure,experimentDate,location,researcherId,controlFlag,anomalyFlag
E0416,17,Type A,14.4,2025-05-19,Lab 3,R1426,true,false
E0417,83,Type B,97,2024-11-15,Lab 3,R9951,false,false
E0418,67,Type A,10,2024-10-15,Lab 4,R7756,false,false
E0419,50,Type A,125,2025-05-11,Lab 4,R6592,false,false
E0420,12,Type C,7,2024-12-30,Lab 1,R9529,false,false
E0421,31,Type C,19.8,2024-12-17,Lab 1,R1551,true,false
E0422,61,Type D,198,2024-08-08,Lab 4,R4010,false,false
E0423,10,Type D,26,2024-10-30,Lab 4,R1420,false,false
E0424,98,Type C,55.800000000000004,2024-10-11,Lab 4,R8059,true,true
E0425,82,Type A,13,2024-06-22,Lab 4,R9913,false,false
E0426,38,Type B,188,2024-11-27,Lab 2,R8783,false,false
E0427,96,Type C,162,2024-07-30,Lab 2,R6368,false,false
E0428,27,Type A,144,2025-01-21,Lab 4,R1770,false,false
E0429,18,Type A,194,2025-04-02,Lab 4,R8609,false,false
E0430,20,Type A,102,2024-11-06,Lab 1,R1041,false,false
E0431,34,Type C,87,2024-07-17,Lab 2,R3292,false,false
E0432,97,Type C,184,2025-02-24,Lab 1,R2721,false,false
E0433,66,Type D,113.4,2024-08-08,Lab 3,R8774,true,false
E0434,75,Type C,376,2024-06-30,Lab 4,R6136,false,true
E0435,68,Type C,10,2025-05-13,Lab 3,R5854,false,false
E0436,22,Type A,90,2024-12-09,Lab 4,R5826,false,false
E0437,27,Type D,108,2024-09-29,Lab 4,R3104,false,false
E0438,36,Type A,65,2025-04-06,Lab 1,R8300,false,false
E0439,72,Type D,162,2024-09-04,Lab 4,R6922,false,false
E0440,25,Type A,117,2024-10-22,Lab 1,R6156,false,false
E0441,56,Type B,133,2024-08-08,Lab 3,R7100,false,false
E0442,12,Type B,44,2025-04-02,Lab 2,R3275,false,false
E0443,97,Type A,456,2025-05-03,Lab 1,R8586,false,true
E0444,6,Type C,178,2024-07-27,Lab 2,R2237,false,false
E0445,1,Type D,33,2024-06-07,Lab 4,R5983,false,false
E0446,85,Type A,177,2025-03-19,Lab 4,R3055,false,false
E0447,39,Type D,157,2024-08-15,Lab 3,R9861,false,false
E0448,56,Type D,169.20000000000002,2024-10-15,Lab 1,R6952,true,false
E0449,15,Type A,48.6,2025-03-03,Lab 1,R4725,true,false
E0450,24,Type D,199,2024-12-16,Lab 3,R2560,false,false
E0451,58,Type C,145.8,2025-01-02,Lab 4,R1749,true,false
E0452,17,Type A,180,2024-07-24,Lab 3,R8834,true,false
E0453,65,Type D,166.5,2024-12-26,Lab 2,R9294,true,false
E0454,26,Type C,5,2024-11-28,Lab 2,R5443,false,false
E0455,87,Type B,139.5,2024-07-01,Lab 3,R1766,true,false
E0456,83,Type C,121,2024-11-02,Lab 3,R6962,false,false
E0457,53,Type C,384,2025-03-18,Lab 3,R2987,false,true
E0458,36,Type A,3,2025-05-04,Lab 1,R8339,false,false
E0459,23,Type D,95,2024-06-22,Lab 3,R1061,false,false
E0460,13,Type A,60,2024-11-29,Lab 1,R3093,false,false
E0461,87,Type D,33,2024-09-17,Lab 4,R8770,false,false
E0462,34,Type C,16,2024-08-29,Lab 1,R5761,false,false
E0463,76,Type D,61,2025-02-06,Lab 4,R6052,false,false
E0464,46,Type C,200,2025-02-11,Lab 1,R8487,false,false
E0465,92,Type C,71.10000000000001,2025-03-21,Lab 2,R1276,true,false
E0466,43,Type B,74.7,2024-12-01,Lab 3,R7348,true,false
E0467,67,Type A,1,2024-11-21,Lab 3,R8099,false,false
E0468,48,Type C,3,2024-08-23,Lab 2,R2994,false,false
E0469,80,Type B,69,2024-09-07,Lab 1,R9590,false,false
E0470,36,Type A,106,2024-07-29,Lab 1,R5562,false,false
E0471,91,Type A,26,2024-10-01,Lab 3,R6449,false,false
E0472,14,Type A,107,2024-07-22,Lab 2,R5049,false,false
E0473,29,Type D,72,2025-05-08,Lab 4,R3489,false,false
E0474,30,Type D,61,2024-08-29,Lab 4,R4730,false,false
E0475,77,Type D,124,2025-02-10,Lab 1,R2045,false,false
E0476,84,Type A,70,2024-09-23,Lab 4,R7698,false,false
E0477,0,Type D,191,2024-12-02,Lab 1,R6366,false,false
E0478,47,Type D,79.2,2024-07-13,Lab 1,R1579,true,true
E0479,75,Type D,128.70000000000002,2024-07-24,Lab 2,R1155,true,false
E0480,77,Type A,9,2025-03-02,Lab 3,R8404,false,false
E0481,65,Type D,170,2024-09-16,Lab 2,R7036,false,false
E0482,41,Type A,9.9,2025-03-29,Lab 4,R6101,true,false
E0483,46,Type A,210.60000000000002,2024-09-28,Lab 3,R2420,true,true
E0484,55,Type C,85,2024-06-18,Lab 4,R3926,false,false
E0485,46,Type C,198,2024-12-04,Lab 4,R1189,false,false
E0486,64,Type C,157,2025-01-03,Lab 1,R4672,false,false
E0487,28,Type A,62,2025-01-17,Lab 3,R7651,false,false
E0488,63,Type D,125,2024-11-13,Lab 4,R2127,false,false
E0489,73,Type A,27,2025-03-20,Lab 4,R9013,false,false
E0490,59,Type A,149,2024-08-11,Lab 2,R8652,false,false
E0491,78,Type A,46.800000000000004,2025-01-21,Lab 2,R2775,true,false
E0492,100,Type C,87.3,2024-08-11,Lab 1,R8061,true,false
E0493,34,Type B,155,2024-07-11,Lab 2,R7292,false,false
E0494,20,Type D,174.6,2024-06-27,Lab 4,R7749,true,false
E0495,58,Type B,52,2024-10-09,Lab 4,R2453,false,false
E0496,56,Type B,198,2024-06-25,Lab 1,R3882,false,false
E0497,40,Type B,19,2025-02-20,Lab 3,R2746,false,false
E0498,14,Type C,5,2024-08-02,Lab 2,R9939,false,false
E0499,56,Type B,7,2025-01-20,Lab 3,R7036,false,false
E0500,97,Type C,96,2025-03-17,Lab 2,R2622,false,false
E0501,7,Type A,149,2024-11-21,Lab 3,R6276,false,false
E0502,60,Type A,103,2025-01-11,Lab 1,R7746,false,false
E0503,33,Type A,115,2024-11-29,Lab 4,R5384,false,false
E0504,11,Type D,92.7,2025-03-05,Lab 2,R1922,true,false
E0505,27,Type C,140,2024-08-10,Lab 1,R9093,false,false
E0506,59,Type B,142,2025-03-31,Lab 2,R2399,false,false
E0507,5,Type B,107,2024-11-10,Lab 3,R7959,false,false
E0508,99,Type C,161.1,2025-03-29,Lab 1,R2540,true,false
E0509,14,Type B,173.70000000000002,2024-12-20,Lab 2,R2759,true,false
E0510,34,Type D,170,2024-07-14,Lab 3,R4808,false,false
E0511,53,Type A,130,2024-10-18,Lab 3,R1025,false,false
E0512,50,Type A,87,2024-09-19,Lab 2,R9911,false,false
E0513,91,Type C,26.1,2024-10-01,Lab 4,R3785,true,false
E0514,29,Type D,6,2025-01-23,Lab 4,R8572,false,false
E0515,63,Type D,134,2024-08-29,Lab 1,R6866,false,false
E0516,32,Type B,189,2025-04-19,Lab 3,R3137,false,false
E0517,42,Type D,59,2025-04-12,Lab 4,R5911,false,false
E0518,34,Type B,149,2025-02-03,Lab 4,R5013,false,false
E0519,42,Type D,178,2024-09-13,Lab 1,R4702,false,false
E0520,55,Type C,120,2025-03-09,Lab 4,R8388,false,false
E0521,98,Type B,127,2024-05-26,Lab 3,R2309,false,false
E0522,1,Type C,187,2024-06-19,Lab 3,R2788,false,false
E0523,32,Type B,39,2024-07-07,Lab 2,R3519,false,false
E0524,80,Type B,130,2024-12-30,Lab 2,R8054,false,false
E0525,56,Type D,87,2024-06-05,Lab 4,R6278,false,false
E0526,30,Type D,188,2025-03-18,Lab 4,R2006,false,false
E0527,10,Type A,189,2024-05-24,Lab 3,R6951,false,false
E0528,78,Type B,140,2025-01-23,Lab 1,R9949,false,false
E0529,97,Type C,117,2025-02-07,Lab 3,R8773,false,false
E0530,1,Type C,31,2025-03-07,Lab 2,R4452,false,false
E0531,70,Type A,49,2025-02-24,Lab 1,R2777,false,false
E0532,80,Type B,86,2024-10-02,Lab 3,R5678,false,false
E0533,94,Type C,159,2024-09-07,Lab 1,R7015,false,false
E0534,66,Type C,45,2024-09-16,Lab 1,R6964,true,false
E0535,74,Type A,199,2024-11-20,Lab 2,R5821,false,false
E0536,37,Type B,58,2024-10-24,Lab 1,R6108,false,false
E0537,25,Type A,156,2024-11-14,Lab 3,R6529,false,false
E0538,24,Type C,88,2024-11-23,Lab 2,R3018,false,false
E0539,96,Type C,87,2025-04-30,Lab 4,R3878,false,false
E0540,95,Type D,14,2024-08-26,Lab 3,R9823,false,false
E0541,97,Type A,43,2025-01-22,Lab 4,R3341,false,false
E0542,66,Type D,300,2024-06-05,Lab 1,R6826,false,true
E0543,16,Type D,138,2025-02-16,Lab 2,R9437,false,false
E0544,12,Type A,47,2024-09-29,Lab 3,R2404,false,false
E0545,18,Type A,118.8,2024-10-24,Lab 4,R7512,true,false
E0546,5,Type D,5,2025-04-11,Lab 2,R2358,false,false
E0547,17,Type A,194,2024-06-17,Lab 4,R9049,false,false
E0548,99,Type D,80,2025-05-02,Lab 1,R2448,false,false
E0549,13,Type B,168,2024-06-21,Lab 4,R7704,false,false
E0550,61,Type B,97,2024-10-09,Lab 2,R8037,false,false
E0551,6,Type B,381,2025-05-07,Lab 2,R3456,false,true
E0552,13,Type B,69,2025-04-01,Lab 1,R9478,false,false
E0553,87,Type B,166,2025-04-14,Lab 2,R6576,false,false
E0554,3,Type D,147,2024-10-29,Lab 1,R9237,false,false
E0555,56,Type C,84.60000000000001,2025-05-18,Lab 1,R1705,true,false
E0556,76,Type C,193,2025-05-11,Lab 3,R1077,false,false
E0557,49,Type C,146,2024-06-07,Lab 2,R5931,false,false
E0558,31,Type C,106,2025-03-23,Lab 4,R1800,false,false
E0559,90,Type C,113.4,2024-08-09,Lab 3,R6910,true,false
E0560,100,Type B,125,2024-07-19,Lab 4,R5743,false,false
E0561,81,Type B,167,2025-01-09,Lab 1,R7479,false,false
E0562,75,Type D,106.2,2024-10-02,Lab 1,R6866,true,false
E0563,47,Type B,48,2024-11-04,Lab 1,R8385,false,false
E0564,83,Type D,15.3,2025-03-31,Lab 2,R3324,true,false
E0565,29,Type C,124.2,2025-03-02,Lab 2,R9820,true,false
E0566,35,Type C,103,2024-09-14,Lab 3,R8207,false,false
E0567,6,Type C,135.9,2025-02-15,Lab 2,R3196,true,false
E0568,19,Type D,126,2024-08-21,Lab 3,R4376,false,false
E0569,100,Type D,143.1,2024-09-22,Lab 4,R8275,true,false
E0570,22,Type B,64,2024-07-20,Lab 1,R8571,false,false
E0571,26,Type A,179,2024-08-12,Lab 3,R2046,false,false
E0572,2,Type D,32,2024-07-07,Lab 3,R7781,false,false
E0573,92,Type B,21,2025-04-23,Lab 1,R4252,false,false
E0574,38,Type C,3.6,2025-05-03,Lab 2,R3224,true,false
E0575,75,Type C,26,2024-08-12,Lab 2,R7135,false,false
E0576,43,Type A,12,2025-04-19,Lab 4,R4525,false,false
E0577,15,Type A,58,2024-06-04,Lab 2,R3423,false,false
E0578,34,Type D,11,2025-04-23,Lab 2,R2202,false,false
E0579,88,Type D,193,2024-12-11,Lab 3,R2685,false,false
E0580,42,Type D,471,2025-03-22,Lab 2,R9384,false,true
E0581,90,Type A,157,2024-12-08,Lab 1,R4851,false,false
E0582,84,Type D,139.5,2025-02-08,Lab 3,R3296,true,false
E0583,46,Type B,9,2025-05-11,Lab 4,R4918,false,false
E0584,22,Type B,4,2025-02-05,Lab 2,R9037,false,false
E0585,55,Type A,181,2024-10-23,Lab 1,R2581,false,false
E0586,15,Type C,93,2024-08-16,Lab 2,R4953,false,false
E0587,97,Type D,183,2024-10-04,Lab 4,R8373,false,false
E0588,45,Type A,112,2025-04-02,Lab 4,R1438,false,false
E0589,64,Type A,119,2025-01-06,Lab 4,R4528,false,false
E0590,54,Type C,49.5,2024-08-15,Lab 3,R2704,true,false
E0591,30,Type D,183,2025-01-01,Lab 3,R6712,false,false
E0592,89,Type A,39,2024-09-02,Lab 1,R3729,false,false
E0593,81,Type A,27,2025-04-19,Lab 3,R7847,true,false
E0594,96,Type D,63,2024-09-30,Lab 4,R2237,false,false
E0595,39,Type B,3,2024-08-24,Lab 3,R5765,false,false
E0596,74,Type D,3,2024-08-18,Lab 1,R3552,false,false
E0597,55,Type B,185,2024-07-23,Lab 2,R7823,false,false
E0598,62,Type C,200,2024-08-14,Lab 2,R7827,false,false
E0599,52,Type A,147,2025-01-27,Lab 1,R3493,false,false
E0600,0,Type A,16.2,2024-09-19,Lab 4,R1786,true,false
E0601,57,Type C,172,2024-11-12,Lab 3,R8733,false,false
E0602,55,Type B,585,2024-09-02,Lab 1,R5166,false,true
E0603,85,Type A,130,2024-12-18,Lab 4,R6457,false,false
E0604,40,Type D,163.8,2024-06-23,Lab 3,R3183,true,false
E0605,48,Type B,113,2024-10-26,Lab 4,R5575,false,false
E0606,54,Type C,80,2024-09-23,Lab 3,R2744,false,false
E0607,23,Type A,154.8,2024-09-21,Lab 3,R2890,true,false
E0608,8,Type D,151.20000000000002,2024-12-10,Lab 2,R8218,true,false
E0609,90,Type C,20,2025-03-03,Lab 3,R2928,false,false
E0610,98,Type A,66,2024-12-13,Lab 4,R3272,false,false
E0611,6,Type D,10,2024-09-04,Lab 1,R5565,false,false
E0612,79,Type A,152,2024-08-19,Lab 1,R7470,false,false
E0613,91,Type B,94,2025-02-01,Lab 4,R2475,false,false
E0614,12,Type C,84,2024-08-15,Lab 4,R3305,false,false
E0615,19,Type A,189,2024-07-23,Lab 1,R2237,false,false
E0616,35,Type A,161,2024-11-10,Lab 2,R6222,false,false
E0617,7,Type A,179,2024-06-10,Lab 2,R1996,false,false
E0618,12,Type D,44,2024-11-13,Lab 2,R7810,false,false
E0619,32,Type A,176,2024-08-13,Lab 2,R7854,false,false
E0620,93,Type B,178.20000000000002,2024-11-09,Lab 2,R8007,true,false
E0621,29,Type B,60,2024-08-17,Lab 3,R2602,false,false
E0622,37,Type D,184,2025-02-27,Lab 4,R9077,false,false
E0623,96,Type A,115,2024-12-14,Lab 4,R9692,false,false
E0624,21,Type B,129,2025-04-09,Lab 2,R6073,false,false
E0625,89,Type C,0,2024-10-06,Lab 1,R7996,false,false
E0626,83,Type D,173,2025-04-07,Lab 2,R8445,false,false
E0627,58,Type B,101,2025-04-23,Lab 4,R1307,false,false
E0628,81,Type D,85,2025-04-28,Lab 3,R3208,false,false
E0629,43,Type C,284.40000000000003,2024-05-24,Lab 4,R3905,true,true
E0630,89,Type A,22,2024-07-22,Lab 2,R3829,false,false
E0631,33,Type C,0,2025-02-14,Lab 4,R4129,false,false
E0632,91,Type C,81,2024-08-21,Lab 4,R5592,false,false
E0633,99,Type D,48,2024-07-26,Lab 1,R4996,false,false
E0634,83,Type C,96,2024-11-04,Lab 2,R7884,false,false
E0635,99,Type B,414,2025-04-27,Lab 2,R8643,false,true
E0636,97,Type B,199,2024-11-13,Lab 2,R5376,false,false
E0637,77,Type A,82.8,2024-12-08,Lab 3,R4297,true,false
E0638,70,Type B,39,2024-08-03,Lab 3,R8336,false,false
E0639,43,Type D,135,2025-04-04,Lab 4,R3243,false,false
E0640,51,Type D,56,2024-06-03,Lab 1,R4023,false,false
E0641,98,Type A,124,2024-11-11,Lab 4,R6969,false,false
E0642,12,Type C,282,2025-04-03,Lab 1,R7650,false,true
E0643,36,Type D,89.10000000000001,2025-05-06,Lab 1,R9825,true,false
E0644,63,Type B,177,2024-08-08,Lab 1,R4442,false,false
E0645,97,Type C,143.1,2025-03-05,Lab 3,R3037,true,false
E0646,30,Type B,63,2024-12-08,Lab 3,R3294,false,false
E0647,35,Type A,131.4,2024-10-28,Lab 1,R7816,true,false
E0648,11,Type D,125,2024-10-28,Lab 1,R1500,false,false
E0649,1,Type D,164,2024-08-06,Lab 3,R9281,false,false
E0650,98,Type B,122,2025-01-27,Lab 1,R1433,false,false
E0651,75,Type B,186,2024-12-07,Lab 1,R9425,false,false
E0652,69,Type D,56,2024-11-16,Lab 3,R6704,false,false
E0653,90,Type D,62,2024-10-21,Lab 3,R2386,false,false
E0654,58,Type C,41,2025-05-08,Lab 4,R4551,false,false
E0655,14,Type C,106,2025-01-21,Lab 1,R4398,false,false
E0656,45,Type B,14.4,2024-11-14,Lab 4,R2895,true,false
E0657,22,Type D,81.9,2024-05-25,Lab 3,R6892,true,false
E0658,99,Type B,64,2024-09-19,Lab 1,R8487,false,false
E0659,61,Type C,386,2024-05-27,Lab 1,R2628,false,true
E0660,98,Type D,121,2025-05-01,Lab 1,R9731,false,false
E0661,90,Type C,52,2024-07-09,Lab 4,R6373,false,false
E0662,40,Type B,79,2025-05-18,Lab 3,R3610,false,false
E0663,53,Type B,54.9,2024-11-20,Lab 4,R5286,true,false
E0664,89,Type B,186,2024-06-18,Lab 4,R6789,false,false
E0665,67,Type B,55,2025-04-25,Lab 2,R9297,false,false
E0666,91,Type B,3,2024-12-06,Lab 2,R9922,false,false
E0667,68,Type B,96.3,2024-06-12,Lab 2,R4399,true,false
E0668,96,Type D,236,2025-01-19,Lab 4,R9764,false,true
E0669,58,Type A,154,2025-01-17,Lab 2,R8742,false,false
E0670,2,Type A,95,2024-05-27,Lab 1,R9625,false,false
E0671,95,Type B,84,2025-01-25,Lab 4,R5402,false,false
E0672,75,Type A,138,2024-11-03,Lab 3,R1892,false,false
E0673,51,Type B,186,2024-12-19,Lab 3,R6850,false,false
E0674,25,Type C,177,2024-11-27,Lab 3,R9853,false,false
E0675,39,Type C,31,2025-03-28,Lab 3,R8566,false,false
E0676,75,Type A,15,2024-08-15,Lab 4,R6105,false,false
E0677,42,Type C,119.7,2025-02-01,Lab 4,R8562,true,false
E0678,83,Type B,131,2024-09-03,Lab 4,R7112,false,false
E0679,4,Type C,171,2025-04-25,Lab 1,R5887,true,false
E0680,17,Type B,21.6,2024-10-26,Lab 4,R9244,true,false
E0681,0,Type A,69,2025-05-14,Lab 3,R2430,false,false
E0682,87,Type D,131,2024-10-06,Lab 3,R5783,false,false
E0683,75,Type D,120,2025-05-15,Lab 4,R3803,false,true
E0684,71,Type B,133,2024-12-26,Lab 4,R8574,false,false
E0685,45,Type A,76,2025-03-17,Lab 1,R3035,false,false
E0686,32,Type C,170,2024-10-15,Lab 2,R5291,false,false
E0687,13,Type B,59.4,2024-10-05,Lab 3,R5465,true,true
E0688,39,Type A,159.3,2025-04-27,Lab 3,R8490,true,false
E0689,18,Type D,11,2024-08-18,Lab 4,R5575,false,false
E0690,12,Type B,35,2025-02-14,Lab 3,R6684,false,false
E0691,74,Type A,90,2024-07-26,Lab 4,R2836,false,false
E0692,25,Type B,19,2024-07-14,Lab 1,R8237,false,false
E0693,47,Type B,192,2024-08-19,Lab 1,R5585,false,false
E0694,33,Type B,1,2025-01-16,Lab 4,R6724,false,false
E0695,99,Type B,160.20000000000002,2024-11-20,Lab 2,R6437,true,false
E0696,95,Type A,85.5,2024-07-25,Lab 1,R9799,true,false
E0697,13,Type C,56.7,2025-04-17,Lab 4,R6247,true,false
E0698,12,Type D,159,2025-04-28,Lab 4,R8822,false,false
E0699,84,Type A,97,2024-06-12,Lab 4,R2667,false,false
E0700,49,Type B,3,2024-12-14,Lab 1,R6942,false,false
E0701,24,Type D,43,2024-12-04,Lab 1,R9746,false,false
E0702,87,Type C,26.1,2024-08-12,Lab 1,R2604,true,false
E0703,77,Type A,80,2024-05-26,Lab 1,R1297,false,false
E0704,30,Type B,30,2025-01-18,Lab 2,R1112,false,false
E0705,28,Type B,110.7,2025-03-23,Lab 1,R8925,true,false
E0706,92,Type B,64,2024-09-29,Lab 1,R4949,false,false
E0707,36,Type A,166,2024-09-14,Lab 4,R9795,false,false
E0708,91,Type C,122,2024-06-14,Lab 4,R5959,false,false
E0709,91,Type B,67,2025-03-25,Lab 2,R4916,false,false
E0710,31,Type A,146,2024-06-19,Lab 2,R7065,false,false
E0711,8,Type A,168,2024-05-31,Lab 4,R1915,false,false
E0712,83,Type B,158,2024-09-27,Lab 3,R3309,false,false
E0713,75,Type D,3.6,2024-11-15,Lab 3,R6259,true,false
E0714,22,Type A,225,2024-05-24,Lab 2,R5788,false,true
E0715,68,Type D,135,2024-09-07,Lab 3,R5632,true,false
E0716,65,Type B,19,2025-04-11,Lab 3,R8424,false,false
E0717,0,Type A,17,2024-07-16,Lab 3,R1305,false,false
E0718,100,Type C,6,2025-03-30,Lab 2,R6296,false,false
E0719,88,Type D,45.9,2025-05-17,Lab 4,R1939,true,false
E0720,4,Type B,119,2025-03-25,Lab 1,R9126,false,false
E0721,18,Type C,60,2025-01-04,Lab 3,R4933,false,false
E0722,60,Type B,22,2024-12-12,Lab 2,R9011,false,false
E0723,27,Type A,21,2024-11-16,Lab 3,R1168,false,false
E0724,38,Type D,72,2025-05-19,Lab 4,R9590,false,false
E0725,82,Type C,36,2024-12-14,Lab 3,R7651,false,false
E0726,15,Type B,98,2024-07-14,Lab 2,R9626,false,false
E0727,16,Type B,28,2024-10-23,Lab 1,R8185,false,false
E0728,83,Type C,80,2025-03-21,Lab 4,R8654,false,false
E0729,85,Type C,195,2024-07-01,Lab 4,R3880,false,false
E0730,94,Type C,58,2024-07-27,Lab 4,R8004,false,false
E0731,43,Type D,154,2024-09-02,Lab 4,R4744,false,false
E0732,38,Type D,177,2025-01-11,Lab 3,R6108,false,false
E0733,79,Type B,176,2024-10-01,Lab 1,R5158,false,false
E0734,23,Type B,32,2025-01-16,Lab 1,R4887,false,false
E0735,83,Type A,174,2024-11-17,Lab 4,R6285,false,false
E0736,64,Type A,161.1,2025-04-18,Lab 3,R1694,true,false
E0737,67,Type C,118,2024-10-16,Lab 4,R9127,false,false
E0738,74,Type D,77,2024-11-11,Lab 2,R9019,false,false
E0739,13,Type D,70.2,2025-03-20,Lab 3,R7492,true,false
E0740,0,Type C,180,2024-11-02,Lab 1,R9228,false,false
E0741,19,Type A,176,2024-06-14,Lab 2,R8457,false,false
E0742,8,Type C,195,2025-02-08,Lab 3,R7618,false,false
E0743,4,Type B,71,2024-09-10,Lab 3,R4497,false,false
E0744,29,Type A,73,2025-03-06,Lab 1,R7684,false,false
E0745,94,Type A,156.6,2024-06-21,Lab 4,R1865,true,false
E0746,17,Type D,189,2025-03-26,Lab 3,R5917,false,false
E0747,69,Type A,144,2024-11-19,Lab 4,R4107,false,false
E0748,94,Type D,26,2024-09-26,Lab 3,R7459,false,false
E0749,23,Type A,7,2025-05-24,Lab 2,R7435,false,false
E0750,44,Type A,160.20000000000002,2024-06-30,Lab 1,R4209,true,false
E0751,27,Type C,148,2024-07-05,Lab 1,R7624,false,true
E0752,57,Type A,42,2024-09-13,Lab 2,R9914,false,false
E0753,30,Type D,172.8,2024-06-18,Lab 3,R8003,true,false
E0754,12,Type A,23,2024-07-15,Lab 3,R5823,false,false
E0755,60,Type A,118,2024-09-08,Lab 2,R7598,false,false
E0756,10,Type B,102,2024-08-27,Lab 4,R4202,false,false
E0757,0,Type A,192,2025-05-19,Lab 4,R6156,false,false
E0758,68,Type D,95,2024-09-04,Lab 2,R4246,false,false
E0759,95,Type D,121,2024-05-30,Lab 4,R4673,false,false
E0760,77,Type D,9,2024-08-28,Lab 2,R8876,false,false
E0761,60,Type D,197,2024-06-17,Lab 1,R7668,false,false
E0762,52,Type D,31.5,2024-08-07,Lab 4,R5741,true,false
E0763,57,Type B,95.4,2024-12-19,Lab 1,R6974,true,false
E0764,57,Type B,113,2024-10-09,Lab 4,R5638,false,false
E0765,15,Type A,38,2024-07-17,Lab 3,R2052,false,false
E0766,40,Type B,184,2025-02-26,Lab 1,R4120,false,false
E0767,7,Type B,172,2025-01-20,Lab 4,R7962,false,false
E0768,99,Type A,175,2024-11-09,Lab 3,R2181,false,false
E0769,68,Type B,164,2024-08-21,Lab 2,R1063,false,false
E0770,60,Type C,60,2025-05-01,Lab 3,R7207,false,false
E0771,37,Type C,194,2024-10-04,Lab 2,R1715,false,false
E0772,83,Type B,33.300000000000004,2024-10-20,Lab 4,R1659,true,false
E0773,6,Type B,31,2024-08-13,Lab 4,R5476,false,false
E0774,59,Type D,76.5,2025-02-16,Lab 2,R9052,true,false
E0775,7,Type A,21,2025-03-26,Lab 3,R5872,false,false
E0776,27,Type C,260,2025-03-31,Lab 3,R1295,false,true
E0777,68,Type A,133,2024-07-25,Lab 2,R6375,false,false
E0778,93,Type C,199,2024-11-24,Lab 4,R1083,false,false
E0779,80,Type C,55,2024-05-30,Lab 4,R7373,false,false
E0780,4,Type C,172.8,2024-11-05,Lab 3,R3038,true,false
E0781,60,Type A,153,2025-03-30,Lab 4,R7376,false,false
E0782,75,Type D,197,2025-02-28,Lab 4,R3224,false,false
E0783,48,Type D,36,2025-04-08,Lab 4,R1293,true,false
E0784,32,Type D,136.8,2024-12-10,Lab 4,R6299,true,false
E0785,9,Type C,348.3,2025-01-20,Lab 2,R1161,true,true
E0786,40,Type C,155,2024-10-07,Lab 3,R4405,false,false
E0787,91,Type D,91,2024-07-05,Lab 1,R6881,false,false
E0788,62,Type D,85.5,2025-02-08,Lab 2,R6507,true,false
E0789,71,Type B,23,2024-06-01,Lab 2,R1889,false,false
E0790,5,Type D,110.7,2024-08-23,Lab 3,R5963,true,false
E0791,61,Type A,48.6,2025-02-13,Lab 1,R4111,true,false
E0792,74,Type D,41,2024-12-06,Lab 4,R5686,false,false
E0793,84,Type A,47,2025-03-05,Lab 3,R6140,false,false
E0794,65,Type C,3,2024-06-12,Lab 2,R7159,false,false
E0795,63,Type A,171,2025-01-29,Lab 2,R5413,false,false
E0796,75,Type D,282,2024-05-30,Lab 1,R4044,false,true
E0797,7,Type B,175,2024-08-23,Lab 3,R9054,false,false
E0798,33,Type C,72,2025-03-28,Lab 3,R3166,false,false
E0799,43,Type D,53,2024-07-28,Lab 3,R1669,false,false
E0800,66,Type D,194,2025-05-11,Lab 4,R6091,false,false
E0801,50,Type D,37,2025-04-12,Lab 2,R4655,false,false
E0802,39,Type B,49.5,2024-11-12,Lab 4,R5878,true,false
E0803,82,Type C,78,2025-04-20,Lab 4,R3483,false,false
E0804,12,Type C,193,2024-09-20,Lab 1,R5708,false,false
E0805,74,Type A,6,2025-03-05,Lab 3,R3715,false,false
E0806,60,Type B,38.7,2025-04-21,Lab 3,R6103,true,false
E0807,90,Type C,8.1,2025-03-24,Lab 4,R2434,true,false
E0808,96,Type D,198,2024-12-17,Lab 1,R6631,false,false
E0809,60,Type C,166,2024-08-16,Lab 4,R5503,false,false
E0810,60,Type A,18,2024-08-11,Lab 1,R1065,false,false
E0811,13,Type A,199,2025-04-05,Lab 2,R4469,false,false
E0812,92,Type C,109,2024-06-05,Lab 1,R6235,false,false
E0813,54,Type A,65.7,2025-04-30,Lab 2,R5042,true,false
E0814,41,Type D,84,2024-07-09,Lab 4,R8033,false,false
E0815,67,Type B,8.1,2024-07-29,Lab 3,R9852,true,false
E0816,72,Type D,63,2024-09-29,Lab 4,R9149,false,false
E0817,61,Type A,70,2024-11-18,Lab 2,R6644,false,false
