transactionId,dateOfTransaction,accountId,transactionAmount,transactionType,location,accountBalanceAfter,customerSegment,fraudFlag
T0379,2024-07-11,A1325,1600,Deposit,New York,52404,Retail,false
T0380,2024-11-09,A7845,4611,Withdrawal,New York,9800,SME,false
T0381,2025-01-09,A5627,3583,Withdrawal,Tokyo,25935,SME,false
T0382,2024-11-17,A1730,26,Withdrawal,Sydney,95820,Retail,false
T0383,2024-12-07,A3055,983,Transfer,Sydney,95070,SME,false
T0384,2024-09-14,A2943,1172,Withdrawal,Tokyo,188,Corporate,false
T0385,2025-01-05,A1041,2632,Transfer,Tokyo,22089,Corporate,false
T0386,2024-10-31,A8076,2885,Deposit,Tokyo,39821,Retail,false
T0387,2024-07-26,A2517,4784,Transfer,London,-1680,SME,false
T0388,2024-10-14,A2609,187,Deposit,New York,42086,Retail,false
T0389,2024-05-29,A8612,4535,Transfer,London,36835,Retail,false
T0390,2025-03-13,A9648,997,Transfer,Sydney,42762,SME,false
T0391,2024-08-02,A4755,3436,Deposit,New York,98915,Corporate,false
T0392,2024-09-25,A6189,4979,Withdrawal,Tokyo,49043,Retail,false
T0393,2024-12-22,A4999,1790,Withdrawal,Tokyo,47632,SME,false
T0394,2024-06-04,A1138,585,Withdrawal,Sydney,13596,SME,false
T0395,2024-07-03,A4373,3098,Transfer,Tokyo,78785,SME,false
T0396,2024-06-06,A7067,517,Withdrawal,Sydney,51611,Corporate,false
T0397,2024-08-13,A3751,4089,Transfer,London,12104,SME,false
T0398,2024-10-09,A6877,3577,Transfer,Tokyo,34095,Retail,false
T0399,2025-04-25,A7359,3468,Transfer,London,53294,SME,false
T0400,2024-07-18,A8110,1209,Deposit,Tokyo,89568,Retail,false
T0401,2025-04-24,A7807,1658,Transfer,Tokyo,12585,Retail,false
T0402,2025-03-08,A3589,580,Transfer,New York,9932,Corporate,false
T0403,2024-06-13,A3732,11712,Withdrawal,Sydney,77933,Retail,true
T0404,2025-04-11,A2728,3796,Withdrawal,London,38011,Corporate,false
T0405,2025-04-17,A1088,3653,Deposit,New York,87721,Corporate,false
T0406,2024-09-21,A4221,2295,Deposit,Tokyo,61396,SME,false
T0407,2024-06-07,A1860,4167,Withdrawal,London,69066,Retail,false
T0408,2024-06-30,A8221,406,Transfer,London,22674,SME,false
T0409,2024-09-16,A2808,3523,Deposit,New York,16742,SME,false
T0410,2024-10-13,A3154,215,Transfer,London,30977,Retail,false
T0411,2024-12-27,A1134,1265,Deposit,London,40790,Corporate,false
T0412,2024-08-18,A5717,2609,Deposit,New York,79577,SME,false
T0413,2024-06-24,A7078,2800,Deposit,London,4674,SME,false
T0414,2025-04-15,A5280,967,Deposit,Tokyo,75850,SME,false
T0415,2024-06-05,A1156,3371,Withdrawal,Sydney,40360,Retail,false
T0416,2024-11-19,A8468,4539,Deposit,London,18955,Retail,false
T0417,2024-06-25,A9590,3774,Transfer,New York,86332,SME,false
T0418,2025-04-08,A9667,3362,Transfer,Tokyo,14810,Retail,false
T0419,2024-08-24,A1061,3808,Withdrawal,Sydney,87126,Retail,false
T0420,2025-03-27,A5657,3999,Withdrawal,Tokyo,60832,SME,false
T0421,2025-04-01,A1128,1054,Withdrawal,London,442,Corporate,false
T0422,2024-11-03,A1086,3242,Deposit,Tokyo,39432,SME,false
T0423,2024-08-24,A7895,200,Deposit,Sydney,53078,Corporate,false
T0424,2025-05-08,A3236,1176,Transfer,Tokyo,94866,Retail,false
T0425,2024-12-30,A3153,3120,Deposit,London,93531,Retail,false
T0426,2025-04-04,A1449,1235,Withdrawal,New York,32503,Retail,false
T0427,2024-06-09,A8244,3817,Transfer,Sydney,31273,Corporate,false
T0428,2024-08-22,A2657,1122,Withdrawal,London,67233,Corporate,false
T0429,2024-12-16,A2712,1016,Deposit,London,20133,SME,false
T0430,2025-03-20,A4258,3895,Transfer,Sydney,6217,SME,false
T0431,2024-09-19,A1134,2654,Transfer,New York,46697,Retail,false
T0432,2024-07-27,A2834,2462,Deposit,Sydney,82382,SME,false
T0433,2024-11-21,A6337,3104,Transfer,London,24729,Corporate,false
T0434,2024-12-01,A6474,72,Transfer,Sydney,36125,Corporate,false
T0435,2025-02-13,A4967,4094,Deposit,London,22755,SME,false
T0436,2024-07-27,A1774,16628,Transfer,London,-516,Corporate,true
T0437,2024-10-11,A4172,4382,Withdrawal,New York,85664,Corporate,false
T0438,2025-04-01,A8850,2089,Deposit,Tokyo,19310,Retail,false
T0439,2025-03-29,A2347,4950,Withdrawal,Sydney,40094,Corporate,false
T0440,2025-04-06,A1863,1712,Withdrawal,London,58656,SME,false
T0441,2025-01-07,A6295,1382,Withdrawal,Tokyo,93860,Corporate,false
T0442,2025-03-23,A7921,2274,Transfer,London,40458,SME,false
T0443,2025-04-19,A3525,4993,Transfer,Tokyo,16917,Corporate,false
T0444,2024-10-25,A1629,3703,Transfer,New York,4971,Corporate,false
T0445,2025-05-10,A5563,1165,Deposit,Tokyo,100321,Retail,false
T0446,2024-12-18,A5842,3778,Transfer,London,27989,SME,false
T0447,2024-11-12,A5629,3765,Withdrawal,New York,62988,Retail,false
T0448,2025-01-03,A6527,369,Deposit,Sydney,76252,Retail,true
T0449,2024-06-03,A5271,2892,Deposit,Sydney,76647,Corporate,false
T0450,2024-12-09,A7622,8320,Transfer,Tokyo,23834,Corporate,true
T0451,2024-07-12,A5845,1559,Deposit,New York,48160,Retail,false
T0452,2025-03-20,A6386,4156,Transfer,Tokyo,36062,Retail,false
T0453,2025-03-16,A2737,582,Withdrawal,Sydney,5815,Corporate,false
T0454,2024-08-16,A2093,1808,Withdrawal,Sydney,69645,Retail,false
T0455,2025-05-10,A3658,17,Withdrawal,London,1353,SME,false
T0456,2024-12-25,A3332,2506,Transfer,Sydney,92672,SME,false
T0457,2024-10-31,A9272,185,Withdrawal,London,14946,Corporate,false
T0458,2024-12-22,A3045,1060,Withdrawal,Tokyo,56168,Corporate,false
T0459,2024-11-28,A2136,1557,Transfer,Sydney,87507,Corporate,false
T0460,2024-12-24,A4716,3219,Withdrawal,Sydney,1499,Retail,false
T0461,2024-12-11,A8827,4079,Deposit,London,13088,Retail,false
T0462,2025-05-02,A2865,1899,Withdrawal,Tokyo,66611,Corporate,false
T0463,2025-05-23,A3472,1865,Withdrawal,Sydney,97133,Retail,false
T0464,2024-07-18,A3967,160,Withdrawal,Sydney,87838,SME,false
T0465,2024-10-17,A3114,2526,Deposit,New York,93627,Retail,false
T0466,2024-12-18,A1053,1413,Withdrawal,Tokyo,29847,SME,false
T0467,2024-06-19,A1758,4457,Deposit,London,68105,Corporate,false
T0468,2025-03-22,A3145,1185,Withdrawal,Tokyo,47537,Retail,false
T0469,2024-06-15,A8473,1435,Withdrawal,Sydney,67273,Corporate,false
T0470,2024-06-15,A2382,2606,Deposit,Tokyo,63635,Retail,false
T0471,2024-10-04,A7797,2003,Transfer,Sydney,22054,SME,false
T0472,2025-03-26,A3942,1051,Deposit,Sydney,94427,Retail,false
T0473,2025-01-24,A3919,360,Transfer,New York,75530,Retail,false
T0474,2024-09-28,A6492,1181,Deposit,Sydney,39294,SME,false
T0475,2024-10-13,A5903,3524,Withdrawal,London,50689,Corporate,false
T0476,2024-10-14,A1639,4678,Transfer,New York,10983,SME,false
T0477,2025-01-23,A4259,2742,Transfer,New York,54790,Retail,false
T0478,2025-02-17,A6275,3065,Withdrawal,Tokyo,39790,Retail,false
T0479,2024-08-12,A8577,3461,Withdrawal,London,85441,Corporate,false
T0480,2025-05-16,A6902,4252,Deposit,London,7843,Corporate,false
T0481,2024-11-02,A2042,2314,Deposit,Tokyo,53454,Retail,false
T0482,2025-01-12,A7904,3885,Transfer,Tokyo,71597,SME,false
T0483,2024-07-01,A1963,2684,Deposit,Tokyo,90631,Corporate,false
T0484,2024-10-20,A6248,3357,Transfer,London,11154,SME,false
T0485,2024-10-22,A1821,4856,Withdrawal,Sydney,12895,SME,false
T0486,2024-06-19,A3632,2746,Withdrawal,London,42496,SME,false
T0487,2024-11-29,A8966,831,Transfer,Sydney,19514,SME,false
T0488,2024-10-28,A7242,850,Withdrawal,Sydney,6802,SME,false
T0489,2025-05-06,A8535,2192,Transfer,London,52313,Retail,false
T0490,2024-07-02,A5264,3881,Withdrawal,Sydney,18266,Retail,false
T0491,2024-12-09,A3901,4489,Deposit,Sydney,104435,SME,false
T0492,2025-01-14,A8079,1711,Deposit,Tokyo,67634,Corporate,false
T0493,2025-01-04,A1498,3288,Transfer,New York,49706,SME,false
T0494,2025-02-24,A2341,3037,Transfer,New York,93399,Retail,false
T0495,2025-03-29,A5530,361,Transfer,London,43497,Corporate,false
T0496,2025-01-04,A7880,4059,Transfer,Tokyo,95671,Retail,false
T0497,2025-01-15,A2292,2579,Withdrawal,London,91999,SME,false
T0498,2024-11-06,A5160,640,Withdrawal,New York,68542,SME,false
T0499,2024-09-04,A6988,4857,Withdrawal,Sydney,75238,SME,false
T0500,2024-08-17,A9884,417,Deposit,London,65149,Retail,false
T0501,2024-09-24,A9537,2192,Transfer,New York,70863,Retail,false
T0502,2024-10-26,A3728,2411,Transfer,London,43580,SME,false
T0503,2024-11-16,A4703,514,Transfer,Tokyo,5187,Retail,false
T0504,2025-01-30,A8753,2610,Withdrawal,Tokyo,21447,SME,false
T0505,2025-02-09,A5236,493,Transfer,New York,55805,Retail,false
T0506,2025-02-12,A7462,3676,Transfer,London,9694,Corporate,false
T0507,2024-08-06,A8861,4974,Deposit,New York,56517,SME,false
T0508,2024-11-02,A2229,1821,Transfer,New York,45547,Corporate,false
T0509,2024-06-09,A1888,788,Transfer,Tokyo,55378,SME,false
T0510,2024-08-22,A2888,1731,Withdrawal,Tokyo,66662,Corporate,false
T0511,2025-03-24,A9788,3579,Withdrawal,London,28081,Retail,false
T0512,2024-12-05,A6848,397,Deposit,New York,83148,Corporate,false
T0513,2025-01-02,A5528,2390,Withdrawal,Tokyo,1905,SME,false
T0514,2024-06-25,A8391,3568,Withdrawal,London,40669,Retail,false
T0515,2024-07-18,A1933,27,Deposit,Sydney,77799,Retail,false
T0516,2025-01-24,A3889,3789,Transfer,New York,13101,SME,false
T0517,2025-05-15,A1161,3000,Transfer,New York,44196,Corporate,false
T0518,2024-08-22,A4678,3667,Transfer,London,86328,Corporate,false
T0519,2025-02-28,A9299,840,Deposit,Tokyo,89048,Retail,false
T0520,2024-12-07,A3384,107,Transfer,Tokyo,45192,SME,false
T0521,2024-11-11,A1768,3682,Deposit,New York,101235,Retail,false
T0522,2024-08-24,A1721,4153,Deposit,Sydney,95035,Corporate,false
T0523,2025-03-22,A3036,221,Withdrawal,New York,53594,SME,false
T0524,2025-04-26,A4167,1007,Transfer,New York,6474,SME,false
T0525,2024-07-18,A2744,1383,Transfer,London,91133,SME,false
T0526,2025-03-07,A1274,2913,Withdrawal,Tokyo,31249,Corporate,false
T0527,2025-04-07,A9904,1965,Deposit,Sydney,80658,SME,false
T0528,2025-04-15,A2757,1427,Deposit,Tokyo,52197,SME,false
T0529,2024-07-16,A3673,678,Transfer,Sydney,40364,Corporate,false
T0530,2025-04-01,A1364,2781,Transfer,Sydney,56707,Retail,false
T0531,2025-01-22,A4968,4231,Deposit,Sydney,91520,Retail,false
T0532,2024-09-17,A3097,3774,Transfer,New York,41906,SME,false
T0533,2024-11-03,A4593,928,Withdrawal,Tokyo,72825,Retail,false
T0534,2024-11-18,A2872,1801,Withdrawal,Sydney,93181,SME,false
T0535,2025-04-23,A3712,300,Transfer,New York,92481,Retail,false
T0536,2024-07-11,A8520,952,Transfer,Tokyo,25228,Corporate,false
T0537,2025-01-04,A2375,1106,Transfer,Tokyo,43525,Retail,false
T0538,2025-03-25,A1811,9234,Deposit,Sydney,23234,Corporate,true
T0539,2025-03-19,A8196,2388,Deposit,London,60333,Retail,false
T0540,2024-10-15,A6440,951,Deposit,Sydney,65907,Corporate,false
T0541,2024-09-29,A9909,4367,Deposit,New York,54852,Corporate,false
T0542,2024-08-12,A9281,891,Withdrawal,Sydney,23048,SME,false
T0543,2024-08-10,A7477,1737,Withdrawal,London,55651,SME,false
T0544,2024-09-09,A7268,4087,Transfer,New York,33839,Retail,false
T0545,2024-10-22,A1666,4811,Transfer,Sydney,63187,SME,false
T0546,2025-05-06,A4591,1673,Deposit,Sydney,56833,Retail,false
T0547,2024-06-13,A1256,183,Deposit,Sydney,53063,Corporate,false
T0548,2025-04-01,A7910,4518,Transfer,New York,69016,SME,false
T0549,2025-04-04,A7019,2269,Transfer,Sydney,37317,SME,false
T0550,2025-01-22,A8243,269,Transfer,Tokyo,98403,Retail,false
T0551,2024-09-28,A5507,2171,Transfer,Tokyo,80641,SME,false
T0552,2025-03-15,A3897,2955,Transfer,New York,84070,SME,false
T0553,2025-05-17,A9121,3567,Withdrawal,Sydney,42912,SME,false
T0554,2025-01-26,A4446,1880,Transfer,London,2273,SME,false
T0555,2024-11-22,A7712,1463,Withdrawal,Tokyo,16918,Corporate,false
T0556,2024-08-02,A5954,2918,Withdrawal,Sydney,82963,Retail,false
T0557,2025-01-12,A4819,3230,Withdrawal,London,56466,Retail,false
T0558,2025-04-09,A6050,2161,Withdrawal,Tokyo,20705,Corporate,false
T0559,2024-11-28,A7067,2521,Transfer,Sydney,95043,Corporate,false
T0560,2025-05-18,A1154,3491,Transfer,New York,31863,Retail,false
T0561,2024-10-29,A3879,2293,Transfer,London,31379,Retail,false
T0562,2024-10-10,A3616,4731,Deposit,Tokyo,104238,Corporate,false
T0563,2024-07-09,A3044,2090,Withdrawal,London,52259,Retail,false
T0564,2024-06-19,A1001,3366,Withdrawal,Tokyo,32392,Corporate,false
T0565,2025-01-30,A6454,1438,Deposit,Tokyo,22555,SME,false
T0566,2024-10-07,A6229,3609,Deposit,London,12899,Retail,false
T0567,2024-11-10,A6361,2555,Deposit,New York,34479,Corporate,true
T0568,2024-08-18,A4204,990,Transfer,Sydney,98312,Retail,false
T0569,2024-12-17,A8648,638,Deposit,London,30249,Corporate,false
T0570,2024-10-16,A7288,1507,Deposit,Tokyo,82320,Corporate,false
T0571,2024-07-18,A7278,3797,Deposit,London,24034,SME,false
T0572,2024-08-22,A8578,2857,Transfer,London,96742,Retail,false
T0573,2024-12-09,A5353,3746,Deposit,Sydney,41499,SME,false
T0574,2024-05-30,A2562,2704,Withdrawal,Sydney,40950,Corporate,false
T0575,2024-07-29,A2248,4385,Deposit,London,71408,SME,false
T0576,2024-09-25,A7352,4369,Transfer,London,88482,SME,false
T0577,2025-04-14,A6450,3649,Withdrawal,Sydney,1356,SME,false
T0578,2024-08-17,A4846,4742,Deposit,Tokyo,38104,Retail,false
T0579,2025-01-17,A9562,656,Withdrawal,New York,65500,SME,false
T0580,2024-08-05,A7789,3327,Deposit,Tokyo,16476,Retail,false
T0581,2024-11-16,A6334,3243,Withdrawal,Sydney,43484,Corporate,false
T0582,2025-05-15,A7688,1419,Withdrawal,Tokyo,58317,Retail,false
T0583,2024-10-20,A8765,4602,Transfer,London,36755,Retail,true
T0584,2024-09-08,A3711,4851,Deposit,London,19276,Corporate,false
T0585,2024-08-31,A7572,2985,Withdrawal,New York,49609,SME,false
T0586,2024-11-02,A6529,3086,Withdrawal,London,79117,SME,false
T0587,2025-04-17,A8857,4768,Withdrawal,New York,15051,Retail,false
T0588,2024-06-11,A6327,3921,Deposit,Tokyo,53561,Retail,false
T0589,2024-10-10,A5387,4804,Transfer,Tokyo,43710,Corporate,false
T0590,2024-11-25,A8163,1740,Deposit,Tokyo,74750,SME,false
T0591,2025-03-08,A5993,1230,Deposit,London,27421,Retail,true
T0592,2025-03-25,A1315,1043,Transfer,London,24693,SME,false
T0593,2024-09-18,A6495,150,Transfer,New York,75365,SME,false
T0594,2024-09-10,A1104,4166,Deposit,Tokyo,24198,Retail,false
T0595,2024-11-24,A3988,1623,Transfer,London,85774,SME,false
T0596,2025-02-19,A6870,25920,Deposit,Sydney,55435,Retail,true
T0597,2024-06-07,A2565,3042,Transfer,Sydney,76611,SME,false
T0598,2024-07-18,A1758,3963,Withdrawal,New York,82443,Corporate,false
T0599,2024-10-02,A8134,1148,Transfer,London,28727,SME,false
T0600,2024-08-25,A9311,4235,Withdrawal,Tokyo,62245,SME,false
T0601,2024-10-06,A2230,2372,Deposit,New York,11140,Corporate,false
T0602,2025-01-09,A2825,3682,Deposit,Tokyo,80042,Corporate,false
T0603,2024-11-23,A8346,2975,Deposit,London,50707,Corporate,false
T0604,2024-09-06,A1256,2479,Deposit,Tokyo,5285,Retail,false
T0605,2025-02-20,A7568,448,Transfer,London,89675,Corporate,false
T0606,2024-10-03,A3381,4640,Deposit,New York,12176,Retail,false
T0607,2025-01-11,A9145,2377,Withdrawal,Tokyo,23607,Corporate,false
T0608,2025-05-09,A8750,1420,Deposit,New York,33295,SME,false
T0609,2025-02-23,A7308,3599,Transfer,London,54367,Retail,false
T0610,2024-06-06,A9075,4797,Transfer,London,94332,Retail,false
T0611,2025-02-01,A7010,2280,Deposit,London,102115,SME,false
T0612,2025-01-22,A8726,4338,Withdrawal,Tokyo,48836,SME,false
T0613,2024-08-25,A9578,4671,Withdrawal,Sydney,12196,Retail,false
T0614,2025-03-15,A4547,837,Transfer,London,26038,Retail,false
T0615,2025-02-16,A1812,3213,Transfer,Sydney,22551,Retail,false
T0616,2025-04-19,A1779,4775,Deposit,Tokyo,37365,SME,false
T0617,2024-06-22,A4067,4625,Deposit,Tokyo,32930,SME,false
T0618,2024-08-01,A3649,1660,Deposit,London,96096,Retail,false
T0619,2024-07-11,A2010,4095,Withdrawal,London,4906,Corporate,false
T0620,2025-04-14,A8234,4471,Deposit,London,63994,Corporate,false
T0621,2024-05-26,A2534,4180,Deposit,New York,17798,SME,false
T0622,2024-07-07,A8333,2946,Deposit,London,19534,Corporate,false
T0623,2025-05-07,A7812,831,Deposit,New York,70688,Retail,false
T0624,2024-10-10,A6297,61,Withdrawal,Tokyo,61081,Retail,false
T0625,2025-05-07,A3270,4535,Transfer,New York,47419,SME,false
T0626,2025-03-16,A5476,2394,Transfer,Tokyo,90633,Retail,false
T0627,2024-10-21,A1405,4290,Transfer,New York,12391,Retail,false
T0628,2024-12-03,A9244,4580,Transfer,London,1678,SME,false
T0629,2024-10-28,A9493,540,Withdrawal,Sydney,2693,SME,false
T0630,2024-09-03,A9577,3728,Withdrawal,Tokyo,82837,Retail,false
T0631,2024-09-26,A9490,4997,Transfer,London,4821,SME,false
T0632,2024-09-23,A8083,1017,Deposit,Sydney,63148,SME,false
T0633,2024-12-27,A2524,1786,Transfer,Sydney,31878,Corporate,false
T0634,2024-11-26,A2873,1890,Deposit,Tokyo,55083,Retail,false
T0635,2025-05-05,A6081,2610,Transfer,Sydney,34166,Corporate,false
T0636,2024-12-24,A2210,4725,Withdrawal,Tokyo,48250,Retail,false
T0637,2024-09-11,A3301,2146,Transfer,London,2013,Retail,false
T0638,2024-06-08,A6128,3291,Withdrawal,Tokyo,71575,Retail,false
T0639,2024-06-12,A3859,4997,Deposit,London,9654,Retail,false
T0640,2024-09-28,A5371,4933,Deposit,New York,29890,Retail,false
T0641,2025-04-08,A7350,3508,Deposit,Sydney,11421,Corporate,false
T0642,2025-01-26,A5636,1111,Deposit,Sydney,37956,SME,false
T0643,2025-02-27,A9189,1336,Withdrawal,Sydney,76057,Retail,false
T0644,2024-10-20,A5722,230,Withdrawal,London,40040,SME,false
T0645,2024-11-19,A6215,1716,Deposit,London,40956,Corporate,false
T0646,2024-09-02,A1785,4517,Transfer,New York,84147,Corporate,false
T0647,2024-10-05,A2781,1028,Transfer,London,84762,Retail,false
T0648,2025-03-11,A3549,541,Transfer,Sydney,50212,SME,false
T0649,2024-07-21,A3440,2800,Transfer,Tokyo,75258,Corporate,false
T0650,2024-06-03,A3519,3638,Deposit,Tokyo,10967,Retail,false
T0651,2024-11-15,A2260,894,Withdrawal,Tokyo,50809,SME,false
T0652,2025-02-24,A8233,410,Deposit,New York,92463,Retail,false
T0653,2024-12-29,A7861,2493,Deposit,London,26086,Corporate,false
T0654,2025-04-17,A4309,1281,Transfer,Sydney,36216,Corporate,false
T0655,2024-10-01,A9298,1004,Withdrawal,New York,10773,Corporate,false
T0656,2024-06-02,A3019,662,Deposit,New York,68868,Retail,false
T0657,2024-07-16,A1943,635,Withdrawal,London,623,SME,false
T0658,2024-12-18,A1546,379,Transfer,Sydney,80902,Corporate,false
T0659,2024-10-27,A4785,1386,Transfer,New York,54758,Retail,false
T0660,2025-01-11,A3858,4388,Transfer,London,7847,Corporate,false
T0661,2025-03-05,A1839,4552,Deposit,New York,11799,Corporate,false
T0662,2025-01-15,A6150,3657,Deposit,Sydney,70070,Corporate,false
T0663,2024-09-18,A9084,398,Deposit,New York,2179,Retail,false
T0664,2024-12-28,A5203,3514,Transfer,London,38167,Corporate,false
T0665,2024-09-19,A1859,3519,Withdrawal,New York,40971,Corporate,false
T0666,2025-04-26,A6643,2010,Withdrawal,Sydney,72698,Corporate,false
T0667,2024-10-09,A5455,1707,Transfer,New York,29192,SME,false
T0668,2025-01-11,A5810,3650,Transfer,London,46006,Retail,false
T0669,2024-12-20,A4090,4534,Deposit,Tokyo,50698,SME,false
T0670,2024-12-21,A3023,1413,Deposit,New York,79845,Retail,false
T0671,2024-08-19,A3046,1103,Deposit,London,47234,SME,false
T0672,2025-04-08,A1344,2834,Transfer,Sydney,72873,SME,false
T0673,2025-03-13,A9949,4869,Deposit,London,84542,SME,false
T0674,2024-11-23,A1748,540,Withdrawal,New York,1585,Corporate,false
T0675,2024-12-02,A5025,1957,Withdrawal,Sydney,61741,Retail,false
T0676,2024-08-17,A6386,3439,Withdrawal,New York,71873,Retail,false
T0677,2025-01-29,A4932,3814,Deposit,London,101629,SME,false
T0678,2024-09-26,A7875,491,Withdrawal,London,2406,SME,false
T0679,2024-10-27,A6550,3794,Transfer,Sydney,45557,SME,false
T0680,2024-06-09,A6876,1413,Withdrawal,New York,76817,SME,false
T0681,2024-07-18,A5616,1290,Deposit,Tokyo,59641,SME,false
T0682,2024-12-12,A4154,2347,Transfer,Sydney,21303,Corporate,false
T0683,2024-11-17,A1731,2692,Withdrawal,Tokyo,38230,SME,false
T0684,2024-10-14,A1039,178,Deposit,Sydney,12462,Corporate,false
T0685,2025-03-15,A2447,214,Withdrawal,New York,74120,Corporate,false
T0686,2025-05-02,A8448,826,Withdrawal,Sydney,36105,SME,false
T0687,2025-01-24,A9506,4611,Withdrawal,Sydney,19563,Corporate,false
T0688,2025-05-03,A1575,1220,Withdrawal,London,45693,Retail,false
T0689,2024-10-08,A2790,4293,Withdrawal,Sydney,44986,Retail,false
T0690,2024-09-24,A1760,4464,Transfer,Tokyo,89319,SME,false
T0691,2024-11-23,A9311,674,Transfer,Sydney,83408,SME,false
T0692,2025-03-30,A7310,1646,Withdrawal,Tokyo,67049,Corporate,false
T0693,2024-09-17,A4892,2735,Transfer,London,40749,Corporate,false
T0694,2024-07-15,A4805,4104,Transfer,Sydney,88151,Retail,false
T0695,2024-05-30,A2352,881,Withdrawal,New York,48663,Corporate,false
T0696,2024-10-27,A1953,278,Transfer,New York,16113,Retail,false
T0697,2024-05-26,A1285,1127,Deposit,Tokyo,19922,SME,false
T0698,2024-12-01,A7822,4084,Withdrawal,Sydney,64738,Retail,false
T0699,2024-11-19,A1150,4071,Withdrawal,Tokyo,61714,Corporate,false
T0700,2025-04-15,A7282,4586,Deposit,New York,23710,SME,false
T0701,2025-03-18,A1683,995,Transfer,London,71870,Corporate,false
T0702,2025-01-11,A7917,16986,Withdrawal,Sydney,3922,Corporate,true
T0703,2025-03-02,A3042,1174,Withdrawal,London,91217,Retail,false
T0704,2024-07-15,A7321,1524,Transfer,Sydney,43049,Retail,false
T0705,2025-03-16,A8522,2222,Transfer,London,15471,Corporate,false
T0706,2025-01-13,A6921,4459,Deposit,Sydney,101337,SME,false
T0707,2025-03-27,A8944,1090,Deposit,London,40724,SME,false
T0708,2024-12-20,A8964,3809,Transfer,Tokyo,25034,SME,false
T0709,2025-04-18,A3584,4373,Deposit,London,30274,SME,false
T0710,2024-07-18,A5404,1788,Transfer,London,59736,Corporate,false
T0711,2024-06-13,A8460,2965,Transfer,Sydney,27573,Corporate,false
T0712,2024-09-11,A1408,3395,Withdrawal,Tokyo,46484,Corporate,false
